gpsSpeed,gpsCourse,gpsAccuracyVert,gpsAccuracyHor,inOut
1.69,255.9375,3,5,0
1.69,255.9375,3,5,0
1.35,255.9375,4,25,0
1.35,255.9375,4,25,0
1.33,255.5859375,3,25,0
1.33,255.5859375,3,25,0
1.09,255.5859375,4,25,0
1.09,255.5859375,4,25,0
1.26,245.390625,3,25,0
1.26,245.390625,3,25,0
1.09,246.09375,4,25,0
1.09,246.09375,4,25,0
0.96,245.7421875,3,25,0
0.96,245.7421875,3,25,0
0.93,254.8828125,4,25,0
0.93,254.8828125,4,25,0
1.12,254.8828125,3,25,0
1.12,254.8828125,3,25,0
1.21,252.421875,4,25,0
1.21,252.421875,4,25,0
1.21,252.0703125,3,25,0
1.21,252.0703125,3,25,0
1.21,252.0703125,4,25,0
1.21,252.0703125,4,25,0
1.15,252.0703125,3,25,0
1.15,252.0703125,3,25,0
1.15,252.0703125,3,25,0
1.15,252.0703125,3,25,0
1.19,252.0703125,3,25,0
1.19,252.0703125,3,25,0
1.1,252.0703125,4,25,0
1.1,252.0703125,4,25,0
1.1,264.0234375,3,25,0
1.1,264.0234375,3,25,0
1.24,258.046875,4,25,0
1.24,258.046875,4,25,0
1.07,252.0703125,3,25,0
1.07,252.0703125,3,25,0
1.17,254.8828125,3,25,0
1.17,254.8828125,3,25,0
1.17,255.234375,3,25,0
1.17,255.234375,3,25,0
1.4,255.9375,3,25,0
1.4,255.9375,3,25,0
1.3,259.453125,3,25,0
1.3,259.453125,3,25,0
1.35,261.5625,3,5,0
1.35,261.5625,3,5,0
1.34,261.5625,3,5,0
1.34,261.5625,3,5,0
1.35,266.484375,4,25,0
1.35,266.484375,4,25,0
1.38,267.5390625,3,25,0
1.38,267.5390625,3,25,0
1.35,264.0234375,4,25,0
1.35,264.0234375,4,25,0
1.35,255.5859375,3,25,0
1.35,255.5859375,3,25,0
1.31,249.609375,4,25,0
1.31,249.609375,4,25,0
1.31,245.0390625,3,25,0
1.31,245.0390625,3,25,0
1.35,242.578125,3,25,0
1.35,242.578125,3,25,0
1.37,246.09375,3,25,0
1.37,246.09375,3,25,0
1.37,251.71875,3,25,0
1.37,251.71875,3,25,0
1.37,269.296875,3,25,0
1.37,269.296875,3,25,0
1.16,270.703125,3,25,0
1.16,270.703125,3,25,0
0.56,270.703125,4,25,0
0.56,270.703125,4,25,0
1.31,263.3203125,3,25,0
1.31,263.3203125,3,25,0
1.1,263.3203125,4,25,0
1.1,263.3203125,4,25,0
1.1,262.96875,3,25,0
1.1,262.96875,3,25,0
1.31,259.1015625,4,25,0
1.31,259.1015625,4,25,0
1.31,259.1015625,3,25,0
1.31,259.1015625,3,25,0
1.15,259.1015625,4,25,0
1.15,259.1015625,4,25,0
1.15,259.1015625,3,25,0
1.15,259.1015625,3,25,0
0.76,254.53125,4,25,0
0.76,254.53125,4,25,0
1.13,254.8828125,3,25,0
1.13,254.8828125,3,25,0
1.24,254.8828125,4,25,0
1.24,254.8828125,4,25,0
1.24,254.8828125,3,25,0
1.24,254.8828125,3,25,0
1.44,254.8828125,4,25,0
1.44,254.8828125,4,25,0
1.5,258.3984375,3,25,0
1.5,258.3984375,3,25,0
1.36,267.5390625,4,25,0
1.36,267.5390625,4,25,0
1.44,275.2734375,3,25,0
1.44,275.2734375,3,25,0
1.36,290.0390625,4,25,0
1.36,290.0390625,4,25,0
1.35,289.6875,3,25,0
1.35,289.6875,3,25,0
1.26,289.6875,4,25,0
1.26,289.6875,4,25,0
1.4,293.90625,3,25,0
1.4,293.90625,3,25,0
1.26,293.90625,3,25,0
1.26,293.90625,3,25,0
1.25,293.90625,3,25,0
1.25,293.90625,3,25,0
1.25,305.5078125,4,25,0
1.25,305.5078125,4,25,0
1.28,305.5078125,3,25,0
1.28,305.5078125,3,25,0
1.28,305.5078125,4,25,0
1.28,305.5078125,4,25,0
1.28,294.9609375,3,25,0
1.28,294.9609375,3,25,0
1.23,295.3125,3,25,0
1.23,295.3125,3,25,0
1.27,294.9609375,3,25,0
1.27,294.9609375,3,25,0
1.27,294.9609375,3,25,0
1.27,294.9609375,3,25,0
1.27,294.9609375,3,25,0
1.27,294.9609375,3,25,0
1.28,307.6171875,3,25,0
1.28,307.6171875,3,25,0
1.28,307.265625,3,25,0
1.28,307.265625,3,25,0
1.35,307.265625,3,25,0
1.35,307.265625,3,25,0
1.35,307.265625,3,25,0
1.35,307.265625,3,25,0
1.31,307.265625,3,25,0
1.31,307.265625,3,25,0
0.97,307.265625,3,25,0
0.97,307.265625,3,25,0
0.84,307.265625,3,25,0
0.84,307.265625,3,25,0
1.17,319.921875,3,25,0
1.17,319.921875,3,25,0
1.17,321.6796875,3,25,0
1.17,321.6796875,3,25,0
1.15,321.328125,3,25,0
1.15,321.328125,3,25,0
1.08,320.9765625,3,25,0
1.08,320.9765625,3,25,0
1.08,320.9765625,3,25,0
1.08,320.9765625,3,25,0
1.19,320.9765625,3,25,0
1.19,320.9765625,3,25,0
1.19,320.9765625,4,25,0
1.19,320.9765625,4,25,0
1.19,320.9765625,3,25,0
1.19,320.9765625,3,25,0
1.19,304.1015625,4,25,0
1.19,304.1015625,4,25,0
1.19,313.9453125,3,25,0
1.19,313.9453125,3,25,0
0.9,320.9765625,4,25,0
0.9,320.9765625,4,25,0
1.34,318.8671875,3,25,0
1.34,318.8671875,3,25,0
1.11,315.703125,4,25,0
1.11,315.703125,4,25,0
1.11,320.2734375,3,25,0
1.11,320.2734375,3,25,0
0.93,297.7734375,4,25,0
0.93,297.7734375,4,25,0
1.23,285.46875,3,25,0
1.23,285.46875,3,25,0
1.2,288.984375,4,25,0
1.2,288.984375,4,25,0
1.2,289.3359375,3,25,0
1.2,289.3359375,3,25,0
1.04,291.09375,4,25,0
1.04,291.09375,4,25,0
1.04,286.875,3,25,0
1.04,286.875,3,25,0
1.04,286.875,3,25,0
1.04,291.796875,4,25,0
1.13,295.3125,3,25,0
1.13,295.3125,3,25,0
1.13,295.3125,3,25,0
1.19,303.75,4,25,0
1.19,303.75,4,25,0
1.06,302.6953125,3,25,0
1.06,302.6953125,3,25,0
1.24,307.96875,4,25,0
1.24,307.96875,4,25,0
1.24,308.3203125,3,25,0
1.24,308.3203125,3,25,0
1.24,319.921875,4,25,0
1.24,319.921875,4,25,0
0.88,336.4453125,3,25,0
0.88,336.4453125,3,25,0
1.19,340.3125,4,25,0
1.19,340.3125,4,25,0
1.19,328.359375,3,25,0
1.19,328.359375,3,25,0
1,315,4,25,0
1,315,4,25,0
1,303.046875,3,25,0
1,303.046875,3,25,0
1.17,295.3125,4,25,0
1.17,295.3125,4,25,0
1.17,290.7421875,3,25,0
1.17,290.7421875,3,25,0
1.11,293.203125,4,25,0
1.11,293.203125,4,25,0
0.97,292.8515625,3,25,0
0.97,292.8515625,3,25,0
0.96,286.5234375,4,25,0
0.96,286.5234375,4,25,0
0.3,285.46875,3,25,0
0.3,285.46875,3,25,0
1.04,300.234375,4,25,0
1.04,300.234375,4,25,0
0.9,315,3,25,0
0.9,315,3,25,0
1.04,311.1328125,4,25,0
1.04,311.1328125,4,25,0
1.37,312.890625,3,25,0
1.37,312.890625,3,25,0
1.37,311.8359375,4,25,0
1.37,311.8359375,4,25,0
0.89,316.40625,3,25,0
0.89,316.40625,3,25,0
0.88,320.2734375,3,25,0
0.88,320.2734375,3,25,0
0.88,338.5546875,3,25,0
0.88,338.5546875,3,25,0
0.85,348.3984375,3,25,0
0.85,348.3984375,3,25,0
1.38,3.515625,3,25,0
1.38,3.515625,3,25,0
1.38,1.0546875,3,25,0
1.38,1.0546875,3,25,0
1.38,7.03125,4,25,0
1.38,7.03125,4,25,0
1.32,7.3828125,3,25,0
1.32,7.3828125,3,25,0
1.32,10.8984375,4,25,0
1.32,10.8984375,4,25,0
1.04,16.171875,3,25,0
1.04,16.171875,3,25,0
0.93,33.3984375,4,25,0
0.93,33.3984375,4,25,0
0.83,76.640625,3,25,0
0.83,76.640625,3,25,0
0.44,124.1015625,4,25,0
0.44,124.1015625,4,25,0
1.34,135.3515625,3,25,0
1.34,135.3515625,3,25,0
0.68,53.7890625,4,30,0
0.68,53.7890625,4,30,0
0.68,31.9921875,3,30,0
0.68,31.9921875,3,30,0
0.99,34.1015625,4,25,0
0.99,34.1015625,4,25,0
0.99,33.75,3,25,0
0.99,33.75,3,25,0
0.66,28.4765625,4,25,0
0.66,28.4765625,4,25,0
0.78,26.015625,3,25,0
0.78,26.015625,3,25,0
0.78,31.640625,4,25,0
0.78,31.640625,4,25,0
0.91,32.6953125,3,25,0
0.91,32.6953125,3,25,0
1.12,37.265625,4,25,0
1.12,37.265625,4,25,0
1.18,30.5859375,3,25,0
1.18,30.5859375,3,25,0
1.33,25.6640625,4,25,0
1.33,25.6640625,4,25,0
1.18,25.3125,3,25,0
1.18,25.3125,3,25,0
1.11,18.984375,3,25,0
1.11,18.984375,3,25,0
0.97,21.796875,3,25,0
0.97,21.796875,3,25,0
0.97,18.6328125,3,25,0
0.97,18.6328125,3,25,0
0.97,22.1484375,4,25,0
0.97,22.1484375,4,25,0
1.11,38.671875,3,25,0
1.11,38.671875,3,25,0
1.13,37.96875,4,25,0
1.13,37.96875,4,25,0
1.07,37.96875,3,25,0
1.07,37.96875,3,25,0
1.22,37.96875,4,25,0
1.22,37.96875,4,25,0
1.07,37.96875,3,25,0
1.07,37.96875,3,25,0
1.14,38.3203125,4,25,0
1.14,38.3203125,4,25,0
1.14,31.2890625,3,25,0
1.14,31.2890625,3,25,0
1.27,31.2890625,4,25,0
1.27,31.2890625,4,25,0
1.34,31.2890625,3,25,0
1.34,31.2890625,3,25,0
1.34,28.828125,4,25,0
1.34,28.828125,4,25,0
1.34,27.421875,3,25,0
1.34,27.421875,3,25,0
1.34,27.421875,3,25,0
1.36,26.015625,4,25,0
1.36,26.015625,4,25,0
1.37,26.015625,3,25,0
1.37,26.015625,3,25,0
1.52,31.640625,4,25,0
1.52,31.640625,4,25,0
1.52,36.2109375,3,25,0
1.52,36.2109375,3,25,0
1.55,35.5078125,4,25,0
1.55,35.5078125,4,25,0
1.58,35.5078125,3,25,0
1.58,35.5078125,3,25,0
1.58,32.34375,4,25,0
1.58,32.34375,4,25,0
1.28,31.2890625,3,25,0
1.28,31.2890625,3,25,0
1.21,22.8515625,4,25,0
1.21,22.8515625,4,25,0
1.28,27.7734375,3,25,0
1.28,27.7734375,3,25,0
1.74,37.96875,4,25,0
1.74,37.96875,4,25,0
1.74,37.96875,3,25,0
1.74,37.96875,3,25,0
1.33,28.4765625,4,25,0
1.33,28.4765625,4,25,0
1.33,14.4140625,3,25,0
1.33,14.4140625,3,25,0
1.02,22.5,4,25,0
1.02,22.5,4,25,0
1.02,34.8046875,3,25,0
1.02,34.8046875,3,25,0
0.83,47.109375,4,25,0
0.83,47.109375,4,25,0
0.82,42.890625,3,25,0
0.82,42.890625,3,25,0
0.6,50.9765625,4,25,0
0.6,50.9765625,4,25,0
0,53.7890625,3,25,0
0,53.7890625,3,25,0
0.46,88.2421875,4,25,0
0.46,88.2421875,4,25,0
0.46,61.5234375,3,25,0
0.46,61.5234375,3,25,0
1.02,58.7109375,4,25,0
1.02,58.7109375,4,25,0
0.81,54.4921875,3,25,0
0.81,54.4921875,3,25,0
1.27,48.8671875,4,25,0
1.27,48.8671875,4,25,0
1.25,40.078125,3,25,0
1.25,40.078125,3,25,0
1.25,26.71875,4,25,0
1.25,26.71875,4,25,0
1.25,11.953125,3,25,0
1.25,11.953125,3,25,0
1.31,17.578125,3,25,0
1.31,17.578125,3,25,0
1.31,29.53125,3,25,0
1.31,29.53125,3,25,0
0.88,28.828125,3,25,0
0.88,28.828125,3,25,0
0.88,28.828125,3,25,0
0.88,28.828125,3,25,0
1.22,29.1796875,3,25,0
1.22,29.1796875,3,25,0
1.22,29.1796875,4,25,0
1.22,29.1796875,4,25,0
1.22,29.1796875,3,25,0
1.22,29.1796875,3,25,0
1.31,24.9609375,4,25,0
1.31,24.9609375,4,25,0
1.31,29.1796875,3,25,0
1.31,29.1796875,3,25,0
0.9,29.1796875,4,25,0
0.9,29.1796875,4,25,0
1.16,0,3,25,0
1.16,0,3,25,0
1.16,358.59375,4,25,0
1.16,358.59375,4,25,0
1.16,352.96875,3,25,0
1.16,352.96875,3,25,0
1.24,5.9765625,4,25,0
1.24,5.9765625,4,25,0
1.26,5.9765625,3,25,0
1.26,5.9765625,3,25,0
1.51,6.328125,4,25,0
1.51,6.328125,4,25,0
1.26,354.0234375,3,25,0
1.26,354.0234375,3,25,0
1.17,355.4296875,4,25,0
1.17,355.4296875,4,25,0
1.37,24.2578125,3,25,0
1.37,24.2578125,3,25,0
1.44,23.203125,4,25,0
1.44,23.203125,4,25,0
1.37,23.203125,3,25,0
1.37,23.203125,3,25,0
1.32,22.8515625,4,25,0
1.32,22.8515625,4,25,0
1.37,18.28125,3,25,0
1.37,18.28125,3,25,0
1.37,13.0078125,4,25,0
1.37,13.0078125,4,25,0
1.33,6.328125,3,25,0
1.33,6.328125,3,25,0
1.25,357.1875,4,25,0
1.25,357.1875,4,25,0
1.25,358.59375,3,25,0
1.25,358.59375,3,25,0
1.14,7.3828125,4,25,0
1.14,7.3828125,4,25,0
1.38,16.171875,3,25,0
1.38,16.171875,3,25,0
1.38,21.796875,4,25,0
1.38,21.796875,4,25,0
1.53,22.8515625,3,25,0
1.53,22.8515625,3,25,0
1.53,25.6640625,4,25,0
1.53,25.6640625,4,25,0
1.21,33.3984375,3,25,0
1.21,33.3984375,3,25,0
1.21,33.75,4,25,0
1.21,33.75,4,25,0
1.04,31.2890625,3,25,0
1.04,31.2890625,3,25,0
1.04,23.90625,4,25,0
1.04,23.90625,4,25,0
0.97,32.34375,3,25,0
0.97,32.34375,3,25,0
0.95,39.0234375,4,25,0
0.95,39.0234375,4,25,0
1.47,41.484375,3,25,0
1.47,41.484375,3,25,0
1.47,36.5625,4,25,0
1.47,36.5625,4,25,0
2.49,37.265625,3,25,0
2.49,37.265625,3,25,0
2.85,37.96875,4,25,0
2.85,37.96875,4,25,0
2.94,34.453125,3,25,0
2.94,34.453125,3,25,0
3.14,32.6953125,3,25,0
3.14,32.6953125,3,25,0
2.94,28.828125,3,25,0
2.94,28.828125,3,25,0
2.83,28.4765625,3,25,0
2.83,28.4765625,3,25,0
2.83,26.71875,4,25,0
2.83,26.71875,4,25,0
3.36,27.421875,3,25,0
3.36,27.421875,3,25,0
3.36,26.71875,4,25,0
3.36,26.71875,4,25,0
2.45,27.0703125,3,25,0
2.45,27.0703125,3,25,0
2.45,27.421875,4,25,0
2.45,27.421875,4,25,0
3.31,27.7734375,3,25,0
3.31,27.7734375,3,25,0
3.31,25.6640625,4,25,0
3.31,25.6640625,4,25,0
2.82,26.015625,3,25,0
2.82,26.015625,3,25,0
2.76,27.421875,4,25,0
2.76,27.421875,4,25,0
2.63,28.125,3,25,0
2.63,28.125,3,25,0
3.03,24.9609375,4,25,0
3.03,24.9609375,4,25,0
3.03,19.6875,3,25,0
3.03,19.6875,3,25,0
2.87,22.1484375,4,25,0
2.87,22.1484375,4,25,0
1.92,28.4765625,3,25,0
1.92,28.4765625,3,25,0
1.92,38.3203125,4,25,0
1.92,38.3203125,4,25,0
2.24,36.9140625,3,25,0
2.24,36.9140625,3,25,0
2.24,37.96875,4,25,0
2.24,37.96875,4,25,0
1.92,33.046875,3,25,0
1.92,33.046875,3,25,0
1.75,22.5,4,25,0
1.75,22.5,4,25,0
0.89,8.7890625,3,25,0
0.89,8.7890625,3,25,0
0.8,9.84375,4,25,0
0.8,9.84375,4,25,0
0.8,23.203125,3,25,0
0.8,23.203125,3,25,0
0.8,29.1796875,4,25,0
0.8,29.1796875,4,25,0
0.89,28.4765625,3,25,0
0.89,28.4765625,3,25,0
1.27,18.28125,4,25,0
1.27,18.28125,4,25,0
1.27,12.3046875,3,25,0
1.27,12.3046875,3,25,0
1.09,7.3828125,4,25,0
1.09,7.3828125,4,25,0
1.09,8.0859375,3,25,0
1.09,8.0859375,3,25,0
0.8,9.140625,4,25,0
0.8,9.140625,4,25,0
0.8,9.140625,4,25,0
0.94,357.5390625,3,25,0
0.94,354.7265625,4,25,0
0.94,354.7265625,4,25,0
0.87,1.0546875,3,25,0
0.87,1.0546875,3,25,0
0.64,16.875,4,25,0
0.64,16.875,4,25,0
0.87,23.5546875,3,25,0
0.87,23.5546875,3,25,0
0.54,22.8515625,4,25,0
0.54,22.8515625,4,25,0
0.18,31.9921875,3,25,0
0.18,31.9921875,3,25,0
0.49,36.2109375,4,25,0
0.49,36.2109375,4,25,0
0.49,40.078125,3,25,0
0.49,40.078125,3,25,0
0.49,40.078125,3,25,0
0.49,23.5546875,3,25,0
0.76,20.7421875,3,25,0
0.76,20.7421875,3,25,0
0.76,20.7421875,3,25,0
0.76,16.171875,3,25,0
0.76,16.171875,3,25,0
0.69,18.6328125,3,25,0
0.69,18.6328125,3,25,0
0.69,12.65625,3,25,0
0.69,12.65625,3,25,0
0.86,13.359375,3,25,0
0.86,13.359375,3,25,0
0.81,11.25,3,25,0
0.81,11.25,3,25,0
0.81,13.0078125,4,25,0
0.81,13.0078125,4,25,0
0.81,9.84375,3,25,0
0.81,9.84375,3,25,0
0.79,11.6015625,4,25,0
0.79,11.6015625,4,25,0
0.31,22.1484375,3,25,0
0.31,22.1484375,3,25,0
0.16,71.3671875,4,25,0
0.16,71.3671875,4,25,0
0,101.6015625,3,25,0
0,101.6015625,3,25,0
0,74.53125,4,25,0
0,74.53125,4,25,0
0,74.53125,3,25,0
0,74.53125,3,25,0
0,74.53125,4,25,0
0,74.53125,4,25,0
0,74.53125,3,25,0
0,74.53125,3,25,0
0.83,31.2890625,4,25,0
0.83,31.2890625,4,25,0
0.68,29.1796875,3,25,0
0.68,29.1796875,3,25,0
0.68,23.90625,4,25,0
0.68,23.90625,4,25,0
0.58,6.6796875,3,25,0
0.58,6.6796875,3,25,0
0.4,344.53125,4,25,0
0.4,344.53125,4,25,0
0.91,0.703125,3,25,0
0.91,0.703125,3,25,0
0.46,24.2578125,4,25,0
0.46,24.2578125,4,25,0
0.91,28.125,3,25,0
0.91,28.125,3,25,0
0.85,15.8203125,4,25,0
0.85,15.8203125,4,25,0
0.7,12.3046875,3,25,0
0.7,12.3046875,3,25,0
0.7,9.4921875,4,25,0
0.7,9.4921875,4,25,0
0.57,7.03125,3,25,0
0.57,7.03125,3,25,0
0.57,24.9609375,4,25,0
0.57,24.9609375,4,25,0
0.74,28.4765625,3,25,0
0.74,28.4765625,3,25,0
0.81,31.9921875,4,25,0
0.81,31.9921875,4,25,0
0.74,20.390625,3,25,0
0.74,20.390625,3,25,0
0.81,33.75,4,25,0
0.81,33.75,4,25,0
0.99,44.296875,3,25,0
0.99,44.296875,3,25,0
0.89,50.2734375,4,25,0
0.89,50.2734375,4,25,0
0.94,41.484375,3,25,0
0.94,41.484375,3,25,0
0.94,42.5390625,4,25,0
0.94,42.5390625,4,25,0
1.03,33.3984375,3,25,0
1.03,33.3984375,3,25,0
1.18,38.3203125,4,25,0
1.18,38.3203125,4,25,0
0.47,33.75,3,25,0
0.47,33.75,3,25,0
0.57,42.1875,4,25,0
0.57,42.1875,4,25,0
0.57,41.484375,3,25,0
0.57,41.484375,3,25,0
1.19,42.5390625,3,25,0
1.19,42.5390625,3,25,0
1.2,42.5390625,3,30,0
1.2,42.5390625,3,30,0
1.27,47.109375,3,30,0
1.27,47.109375,3,30,0
1.27,53.7890625,3,30,0
1.27,53.7890625,3,30,0
1.27,72.421875,3,30,0
1.27,72.421875,3,30,0
1.28,81.2109375,4,30,0
1.28,81.2109375,4,30,0
1.28,96.328125,3,30,0
1.28,96.328125,3,30,0
1.25,123.046875,4,25,0
1.25,123.046875,4,25,0
1.35,123.3984375,3,25,0
1.35,123.3984375,3,25,0
1.25,123.75,4,25,0
1.25,123.75,4,25,0
1.22,123.75,3,25,0
1.22,123.75,3,25,0
1.22,123.75,4,25,0
1.22,123.75,4,25,0
1.18,123.75,3,25,0
1.18,123.75,3,25,0
1.54,121.640625,4,25,0
1.54,121.640625,4,25,0
1.34,116.015625,3,25,0
1.34,116.015625,3,25,0
1.34,113.203125,4,25,0
1.34,113.203125,4,25,0
1.13,115.3125,3,25,0
1.13,115.3125,3,25,0
1.03,117.421875,4,25,0
1.03,117.421875,4,25,0
1.09,119.1796875,3,25,0
1.09,119.1796875,3,25,0
1.03,123.3984375,4,25,0
1.03,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0.28,123.3984375,4,25,0
0.28,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,123.3984375,4,25,0
0,123.3984375,4,25,0
0,123.3984375,3,25,0
0,123.3984375,3,25,0
0,124.453125,4,25,0
0,124.453125,4,25,0
0.94,121.2890625,3,25,0
0.94,121.2890625,3,25,0
1.83,117.0703125,4,25,0
1.83,117.0703125,4,25,0
1.83,124.8046875,3,25,0
1.83,124.8046875,3,25,0
2.08,123.046875,3,25,0
2.08,123.046875,3,25,0
3.85,127.96875,3,25,0
3.85,127.96875,3,25,0
6.25,130.078125,3,25,0
6.25,130.078125,3,25,0
9.56,118.125,3,25,0
9.56,118.125,3,25,0
9.56,120.234375,3,25,0
9.56,120.234375,3,25,0
10.27,118.4126511,4,25,0
10.27,118.4126511,4,25,0
11.61,118.4126511,3,25,0
11.61,118.4126511,3,25,0
12.96,118.4126511,4,10,0
12.96,118.4126511,4,10,0
13.7,118.4126511,3,10,0
13.7,118.4126511,3,10,0
13.28,118.4126511,4,10,0
13.28,118.4126511,4,10,0
12.69,119.298996,3,10,0
12.69,119.298996,3,10,0
11.55,119.298996,4,10,0
11.55,119.298996,4,10,0
10.89,119.1846161,3,10,0
10.89,119.1846161,3,10,0
10.07,119.1846161,4,10,0
10.07,119.1846161,4,10,0
10.03,119.1846161,3,10,0
10.03,119.1846161,3,10,0
5.05,119.1846161,4,10,0
5.05,119.1846161,4,10,0
3.51,119.1846161,3,10,0
3.51,119.1846161,3,10,0
3.48,119.1846161,4,10,0
3.48,119.1846161,4,10,0
3.33,119.1846161,3,10,0
3.33,119.1846161,3,10,0
2.77,119.1846161,4,10,0
2.77,119.1846161,4,10,0
3.07,118.1785965,3,10,0
3.07,118.1785965,3,10,0
2.39,118.1785965,4,10,0
2.39,118.1785965,4,10,0
3.12,118.1785965,3,10,0
3.12,118.1785965,3,10,0
4.43,118.1785965,4,10,0
4.43,118.1785965,4,10,0
4.84,118.1785965,3,10,0
4.84,118.1785965,3,10,0
4.22,119.4536667,4,10,0
4.22,119.4536667,4,10,0
3.67,119.4536667,3,10,0
3.67,119.4536667,3,10,0
2.36,119.4536667,4,10,0
2.36,119.4536667,4,10,0
0,119.4536667,3,10,0
0,119.4536667,3,10,0
0,119.4536667,4,10,0
0,119.4536667,4,10,0
0,119.4536667,3,10,0
0,119.4536667,3,10,0
0.49,119.4536667,4,5,0
0.49,119.4536667,4,5,0
0.49,119.4536667,4,5,0
0.89,119.4536667,3,5,0
1.46,79.453125,4,5,0
1.46,79.453125,4,5,0
1.46,79.453125,4,5,0
2.58,66.796875,3,10,0
2.58,66.796875,3,10,0
3.38,58.7109375,4,10,0
3.38,58.7109375,4,10,0
3.38,29.14295959,3,10,0
3.38,29.14295959,3,10,0
8.6,29.14295959,4,10,0
8.65,29.14295959,3,10,0
8.65,29.14295959,3,10,0
8.65,29.14295959,3,10,0
8.13,28.67109108,4,10,0
8.13,28.67109108,4,10,0
7.09,28.67109108,3,10,0
7.09,28.67109108,3,10,0
5.37,28.67109108,4,10,0
5.37,28.67109108,4,10,0
3.91,28.67109108,3,10,0
3.91,28.67109108,3,10,0
2.76,28.67109108,3,10,0
1.63,28.67109108,3,10,0
1.63,28.67109108,3,10,0
1.63,28.67109108,3,10,0
0,28.67109108,3,10,0
0,28.67109108,3,10,0
0,28.67109108,4,10,0
0,28.67109108,4,10,0
0,28.67109108,3,10,0
0,28.67109108,3,10,0
0,28.67109108,4,10,0
0,28.67109108,4,10,0
0,28.67109108,3,10,0
0,28.67109108,3,10,0
0.73,28.67109108,4,10,0
0.73,28.67109108,4,10,0
2.07,28.67109108,3,10,0
2.07,28.67109108,3,10,0
2.07,28.67109108,4,10,0
2.07,28.67109108,4,10,0
3.78,28.67109108,3,10,0
3.78,28.67109108,3,10,0
5.89,28.67109108,4,10,0
5.89,28.67109108,4,10,0
8.89,29.09439278,3,10,0
8.89,29.09439278,3,10,0
10.78,29.09439278,4,10,0
10.78,29.09439278,4,10,0
10.85,29.09439278,3,10,0
10.85,29.09439278,3,10,0
11.49,29.09439278,4,10,0
11.49,29.09439278,4,10,0
12.08,29.09439278,3,10,0
12.08,29.09439278,3,10,0
8.48,29.09439278,4,10,0
8.48,29.09439278,4,10,0
8.27,29.09439278,3,10,0
8.27,29.09439278,3,10,0
9.27,28.7648735,4,10,0
9.27,28.7648735,4,10,0
10.22,28.7648735,3,10,0
10.22,28.7648735,3,10,0
11.63,28.7648735,4,10,0
11.63,28.7648735,4,10,0
13.28,28.7648735,3,10,0
13.28,28.7648735,3,10,0
12.42,28.7648735,4,10,0
12.42,28.7648735,4,10,0
10.66,28.7648735,3,10,0
10.66,28.7648735,3,10,0
8.23,28.7648735,4,10,0
8.23,28.7648735,4,10,0
5.46,3.8671875,3,30,0
5.46,3.8671875,3,30,0
4.28,341.015625,4,30,0
4.28,341.015625,4,30,0
3.85,298.8460388,3,30,0
3.85,298.8460388,3,30,0
2.9,298.8460388,4,30,0
2.9,298.8460388,4,30,0
3.77,298.8460388,3,30,0
3.77,298.8460388,3,30,0
3.6,349.453125,4,30,0
3.6,349.453125,4,30,0
4.57,3.515625,3,30,0
4.57,3.515625,3,30,0
6.68,17.9296875,4,30,0
6.68,17.9296875,4,30,0
8.07,24.2578125,3,30,0
8.07,24.2578125,3,30,0
9.01,28.93920135,4,30,0
9.01,28.93920135,4,30,0
9.21,28.93920135,3,30,0
9.21,28.93920135,3,30,0
8.95,28.93920135,4,10,0
8.95,28.93920135,4,10,0
7.3,28.93920135,3,10,0
7.3,28.93920135,3,10,0
6.99,28.93920135,4,10,0
6.99,28.93920135,4,10,0
7.11,28.93920135,3,10,0
7.11,28.93920135,3,10,0
7.62,28.99898529,4,10,0
7.62,28.99898529,4,10,0
7.99,28.99898529,3,10,0
7.99,28.99898529,3,10,0
8.67,28.99898529,3,10,0
8.67,28.99898529,3,10,0
10.93,28.99898529,3,10,0
10.93,28.99898529,3,10,0
12.21,28.99898529,3,10,0
12.21,28.99898529,3,10,0
12.86,28.99898529,3,10,0
12.86,28.99898529,3,10,0
13.34,28.99898529,3,10,0
13.34,28.99898529,3,10,0
13.24,28.99898529,4,10,0
13.24,28.99898529,4,10,0
13.07,28.92329025,3,10,0
13.07,28.92329025,3,10,0
12.05,28.92329025,4,10,0
12.05,28.92329025,4,10,0
11.49,28.92329025,3,10,0
11.49,28.92329025,3,10,0
10.41,28.92329025,4,10,0
10.41,28.92329025,4,10,0
