gpsSpeed,gpsCourse,gpsAccuracyVert,gpsAccuracyHor,inOut
0,134.6484375,4,25,0
0,134.6484375,4,25,0
0.54,124.453125,3,25,0
0.54,124.453125,3,25,0
0.78,127.96875,4,25,0
0.78,127.96875,4,25,0
0.78,133.9453125,3,25,0
0.78,133.9453125,3,25,0
0.79,133.9453125,4,25,0
0.79,133.9453125,4,25,0
0.85,133.9453125,3,25,0
0.85,133.9453125,3,25,0
0.79,133.59375,4,25,0
0.79,133.59375,4,25,0
0.79,118.828125,3,25,0
0.79,118.828125,3,25,0
0.73,104.765625,4,25,0
0.73,104.765625,4,25,0
0.73,104.765625,4,25,0
0.92,105.46875,3,25,0
0.94,100.8984375,3,25,0
0.94,100.8984375,3,25,0
0.94,100.546875,3,25,0
0.94,100.546875,3,25,0
0.94,100.546875,3,25,0
0.98,92.109375,3,25,0
0.98,92.109375,3,25,0
0.98,91.40625,4,25,0
0.98,91.40625,4,25,0
0.67,88.2421875,3,25,0
0.67,88.2421875,3,25,0
0.7,103.0078125,4,25,0
0.7,103.0078125,4,25,0
0.7,108.28125,3,25,0
0.7,108.28125,3,25,0
0.7,110.390625,4,25,0
0,-1,3,25,0
0,-1,3,25,0
0,-1,3,25,0
0.47,200.390625,4,25,0
0.47,200.390625,4,25,0
0.17,168.046875,3,25,0
0.17,168.046875,3,25,0
0.47,140.2734375,4,25,0
0.47,140.2734375,4,25,0
0.89,120.5859375,3,25,0
0.89,120.5859375,3,25,0
1,120.234375,4,25,0
1,120.234375,4,25,0
1,119.8828125,3,25,0
1,119.8828125,3,25,0
1,117.421875,4,25,0
1,117.421875,4,25,0
1.09,113.5546875,3,25,0
1.09,113.5546875,3,25,0
0.81,108.28125,4,25,0
0.81,108.28125,4,25,0
0.81,98.4375,3,25,0
0.81,98.4375,3,25,0
0.81,88.9453125,4,25,0
0.81,88.9453125,4,25,0
1.13,92.4609375,3,25,0
1.13,92.4609375,3,25,0
1.13,98.4375,4,25,0
1.13,98.4375,4,25,0
1.13,98.4375,4,25,0
0.97,112.8515625,3,25,0
0.97,123.75,4,25,0
0.97,123.75,4,25,0
0.97,123.75,4,25,0
0.67,139.21875,3,25,0
0.67,139.21875,3,25,0
0.67,150.8203125,4,25,0
0.67,150.8203125,4,25,0
0.73,174.375,3,25,0
0.73,174.375,3,25,0
0.59,194.4140625,4,25,0
0.59,194.4140625,4,25,0
1.05,201.796875,3,25,0
1.05,201.796875,3,25,0
0.81,202.1484375,4,25,0
0.81,202.1484375,4,25,0
0.81,202.1484375,3,25,0
0.81,202.1484375,3,25,0
0,202.1484375,4,25,0
0,202.1484375,4,25,0
0,202.1484375,3,25,0
0,202.1484375,3,25,0
0,202.1484375,4,25,0
0,202.1484375,4,25,0
0,202.1484375,3,25,0
0,202.1484375,3,25,0
0,202.1484375,4,25,0
0,202.1484375,4,25,0
0,202.1484375,3,25,0
0,202.1484375,3,25,0
1.24,176.8359375,4,25,0
1.24,176.8359375,4,25,0
1.24,150.1171875,3,25,0
1.24,150.1171875,3,25,0
1.14,135,4,25,0
1.14,135,4,25,0
1.08,202.1484375,3,25,0
1.08,202.1484375,3,25,0
0.58,202.1484375,4,25,0
0.58,202.1484375,4,25,0
0.39,202.1484375,3,25,0
0.39,202.1484375,3,25,0
0.61,202.1484375,4,25,0
0.61,202.1484375,4,25,0
0.39,202.1484375,3,25,0
0.39,202.1484375,3,25,0
0.44,68.5546875,4,25,0
0.44,68.5546875,4,25,0
0.17,68.5546875,3,25,0
0.17,68.5546875,3,25,0
0.72,68.90625,3,25,0
0.72,68.90625,3,25,0
0.59,68.90625,3,25,0
0.59,68.90625,3,25,0
0.72,69.2578125,3,25,0
0.72,69.2578125,3,25,0
0.4,69.2578125,3,25,0
0.4,69.2578125,3,25,0
0.71,69.2578125,3,25,0
0.71,69.2578125,3,25,0
0.42,69.2578125,4,25,0
0.42,69.2578125,4,25,0
0.64,69.2578125,3,25,0
0.64,69.2578125,3,25,0
0.62,106.5234375,4,25,0
0.62,106.5234375,4,25,0
0.47,106.875,3,25,0
0.47,106.875,3,25,0
0.56,106.171875,4,25,0
0.56,106.171875,4,25,0
0,106.171875,3,25,0
0,106.171875,3,25,0
0,106.171875,4,25,0
0,106.171875,4,25,0
0.57,106.5234375,3,25,0
0.57,106.5234375,3,25,0
0.81,106.5234375,4,25,0
0.81,106.5234375,4,25,0
0.81,106.5234375,3,25,0
0.81,106.5234375,3,25,0
1.11,106.5234375,4,25,0
1.11,106.5234375,4,25,0
1.11,106.5234375,3,25,0
1.11,106.5234375,3,25,0
1.02,106.5234375,4,25,0
1.02,106.5234375,4,25,0
1.02,106.5234375,3,25,0
1.02,106.5234375,3,25,0
1.02,106.5234375,4,25,0
1.02,106.5234375,4,25,0
1.11,52.03125,3,25,0
1.11,52.03125,3,25,0
1.16,52.03125,4,25,0
1.16,52.03125,4,25,0
1.03,52.03125,3,25,0
1.03,52.03125,3,25,0
1.03,52.03125,4,25,0
1.03,52.03125,4,25,0
0.87,52.03125,3,25,0
0.87,52.03125,3,25,0
0.86,51.6796875,4,25,0
0.86,51.6796875,4,25,0
0.86,73.4765625,3,25,0
0.86,73.4765625,3,25,0
1.14,51.6796875,4,25,0
1.14,51.6796875,4,25,0
1.14,51.6796875,3,25,0
1.14,51.6796875,3,25,0
0.69,51.6796875,4,25,0
0.69,51.6796875,4,25,0
0.52,51.6796875,3,25,0
0.52,51.6796875,3,25,0
0,51.6796875,4,25,0
0,51.6796875,4,25,0
0,51.6796875,3,25,0
0,51.6796875,3,25,0
0,51.6796875,4,25,0
0,51.6796875,4,25,0
0,51.6796875,3,25,0
0,51.6796875,3,25,0
0,51.6796875,4,25,0
0,51.6796875,4,25,0
0,51.6796875,3,25,0
0,51.6796875,3,25,0
0,51.6796875,4,25,0
0,51.6796875,4,25,0
0.46,51.328125,3,25,0
0.46,51.328125,3,25,0
0,51.328125,4,25,0
0,51.328125,4,25,0
0,51.328125,3,25,0
0,51.328125,3,25,0
0,51.328125,4,25,0
0,51.328125,4,25,0
0.56,51.328125,3,25,0
0.56,51.328125,3,25,0
0.6,114.2578125,3,25,0
0.6,114.2578125,3,25,0
0.6,107.9296875,3,25,0
0.6,107.9296875,3,25,0
0.77,123.046875,3,25,0
0.77,123.046875,3,25,0
1.1,138.1640625,3,25,0
1.1,138.1640625,3,25,0
1.12,144.140625,3,25,0
1.12,144.140625,3,25,0
1.1,141.6796875,4,25,0
1.1,141.6796875,4,25,0
1.12,132.890625,3,25,0
1.12,132.890625,3,25,0
1.23,126.5625,4,25,0
1.23,126.5625,4,25,0
0.92,125.859375,3,25,0
0.92,125.859375,3,25,0
1.06,127.96875,4,25,0
1.06,127.96875,4,25,0
1.06,131.1328125,3,25,0
1.06,131.1328125,3,25,0
1.18,132.1875,4,25,0
1.18,132.1875,4,25,0
1.18,126.2109375,3,25,0
1.18,126.2109375,3,25,0
1.31,121.2890625,4,25,0
1.31,121.2890625,4,25,0
1.31,113.90625,3,25,0
1.31,113.90625,3,25,0
1.31,86.484375,4,25,0
1.31,86.484375,4,25,0
1.31,56.25,3,25,0
1.31,56.25,3,25,0
1.31,48.515625,4,25,0
1.31,48.515625,4,25,0
1.06,63.6328125,3,25,0
1.06,63.6328125,3,25,0
1.06,64.3359375,4,25,0
1.06,64.3359375,4,25,0
0.93,61.171875,3,25,0
0.93,61.171875,3,25,0
0.93,47.4609375,4,25,0
0.93,47.4609375,4,25,0
1.5,63.984375,3,25,0
1.5,63.984375,3,25,0
0.5,71.3671875,4,25,0
0.5,71.3671875,4,25,0
0.5,108.6328125,3,25,0
0.5,108.6328125,3,25,0
0.5,201.4453125,4,25,0
0.5,201.4453125,4,25,0
0.89,228.1640625,3,25,0
0.89,228.1640625,3,25,0
0.89,228.1640625,3,25,0
0.89,242.2265625,4,25,0
0.89,242.2265625,4,25,0
0.57,235.1953125,3,25,0
0.57,235.1953125,3,25,0
0.76,196.171875,4,25,0
0.76,196.171875,4,25,0
0.57,109.6875,3,25,0
0.57,109.6875,3,25,0
0.53,86.1328125,4,25,0
0.53,86.1328125,4,25,0
0,86.1328125,3,25,0
0,86.1328125,3,25,0
0,86.1328125,4,25,0
0,86.1328125,4,25,0
0,86.1328125,3,25,0
0,86.1328125,3,25,0
0,86.1328125,4,25,0
0,86.1328125,4,25,0
0,355.78125,3,25,0
0,355.78125,3,25,0
1.45,316.40625,4,25,0
1.45,316.40625,4,25,0
0.59,310.4296875,3,25,0
0.59,310.4296875,3,25,0
0.88,309.0234375,4,25,0
0.88,309.0234375,4,25,0
0.88,319.921875,3,25,0
0.88,319.921875,3,25,0
0.88,329.4140625,4,25,0
0.88,329.4140625,4,25,0
0.63,338.90625,3,25,0
0.63,338.90625,3,25,0
0.65,342.421875,3,25,0
0.65,342.421875,3,25,0
0.65,3.515625,3,25,0
0.65,3.515625,3,25,0
0.85,355.4296875,3,25,0
0.85,355.4296875,3,25,0
0.91,341.71875,4,25,0
0.91,341.71875,4,25,0
0.72,307.96875,3,25,0
0.72,307.96875,3,25,0
0.94,302.6953125,4,25,0
0.94,302.6953125,4,25,0
0.94,306.9140625,3,25,0
0.94,306.9140625,3,25,0
0.94,310.078125,4,25,0
0.94,310.078125,4,25,0
0,311.1328125,3,25,0
0,311.1328125,3,25,0
0,307.6171875,4,25,0
0,307.6171875,4,25,0
0,307.6171875,3,25,0
0,307.6171875,3,25,0
0,307.6171875,4,25,0
0,307.6171875,4,25,0
0.85,263.3203125,3,25,0
0.85,263.3203125,3,25,0
0.85,243.28125,4,25,0
0.85,243.28125,4,25,0
0.85,250.6640625,3,25,0
0.85,250.6640625,3,25,0
1.13,255.9375,4,25,0
1.13,255.9375,4,25,0
1.37,241.5234375,3,25,0
1.37,241.5234375,3,25,0
1.37,215.5078125,4,25,0
1.37,215.5078125,4,25,0
1.19,201.796875,3,25,0
1.19,201.796875,3,25,0
1.06,201.4453125,4,25,0
1.06,201.4453125,4,25,0
1.03,210.9375,3,25,0
1.03,210.9375,3,25,0
1.08,210.5859375,4,25,0
1.08,210.5859375,4,25,0
1.08,210.5859375,3,25,0
1.08,210.5859375,3,25,0
0.75,210.9375,4,25,0
0.75,210.9375,4,25,0
0.75,190.1953125,3,25,0
0.75,190.1953125,3,25,0
0.99,190.546875,4,25,0
0.99,190.546875,4,25,0
1.03,190.1953125,3,25,0
1.03,190.1953125,3,25,0
1.28,208.125,4,25,0
1.28,208.125,4,25,0
1.03,207.7734375,3,25,0
1.03,207.7734375,3,25,0
1.01,208.125,4,25,0
1.01,208.125,4,25,0
1,207.7734375,3,25,0
1,207.7734375,3,25,0
0.9,207.7734375,4,25,0
0.9,207.7734375,4,25,0
0.9,207.7734375,3,25,0
0.9,207.7734375,3,25,0
0.9,207.7734375,4,25,0
0.9,207.7734375,4,25,0
0.94,207.7734375,3,25,0
0.94,207.7734375,3,25,0
1.31,207.7734375,4,25,0
1.31,207.7734375,4,25,0
1.31,207.7734375,3,25,0
1.31,207.7734375,3,25,0
1.05,207.7734375,4,25,0
1.05,207.7734375,4,25,0
1.05,208.125,3,25,0
1.05,208.125,3,25,0
1.17,203.203125,4,25,0
1.17,203.203125,4,25,0
1.24,197.578125,3,25,0
1.24,197.578125,3,25,0
1.24,208.125,4,25,0
1.24,208.125,4,25,0
1.18,194.4140625,3,25,0
1.18,194.4140625,3,25,0
0.98,194.765625,3,25,0
0.98,194.765625,3,25,0
1.3,208.4765625,3,25,0
1.3,208.4765625,3,25,0
1.3,208.828125,3,25,0
1.3,208.828125,3,25,0
1.11,181.0546875,4,25,0
1.11,181.0546875,4,25,0
1.11,181.7578125,3,25,0
1.11,181.7578125,3,25,0
1.08,181.7578125,4,25,0
1.08,181.7578125,4,25,0
1.1,181.7578125,3,25,0
1.1,181.7578125,3,25,0
1.1,181.7578125,4,25,0
1.1,181.7578125,4,25,0
1.15,181.40625,3,25,0
1.15,181.40625,3,25,0
1.15,181.40625,4,25,0
1.15,181.40625,4,25,0
1.13,193.0078125,3,25,0
1.13,193.0078125,3,25,0
1.13,195.46875,4,25,0
1.13,195.46875,4,25,0
1.13,196.5234375,3,25,0
1.13,196.5234375,3,25,0
1.16,182.4609375,4,25,0
1.16,182.4609375,4,25,0
1.19,176.484375,3,25,0
1.19,176.484375,3,25,0
1.19,177.5390625,4,25,0
1.19,177.5390625,4,25,0
0.79,183.8671875,3,25,0
0.79,183.8671875,3,25,0
0.79,176.8359375,4,25,0
0.79,176.8359375,4,25,0
0.98,180,3,25,0
0.98,180,3,25,0
1.12,194.0625,4,25,0
1.12,194.0625,4,25,0
1.12,208.4765625,3,25,0
1.12,208.4765625,3,25,0
0.97,214.8046875,4,25,0
0.97,214.8046875,4,25,0
0.97,217.96875,3,25,0
0.97,217.96875,3,25,0
1.07,222.890625,4,25,0
1.07,222.890625,4,25,0
0.92,223.59375,3,25,0
0.92,223.59375,3,25,0
1.14,215.5078125,4,25,0
1.14,215.5078125,4,25,0
1.14,213.75,3,25,0
1.14,213.75,3,25,0
1.15,216.5625,4,25,0
1.15,216.5625,4,25,0
0.82,221.8359375,3,25,0
0.82,221.8359375,3,25,0
1.05,248.203125,4,25,0
1.05,248.203125,4,25,0
1.05,210.5859375,3,25,0
1.05,210.5859375,3,25,0
1.15,211.2890625,4,25,0
1.15,211.2890625,4,25,0
0.97,210.9375,3,25,0
0.97,210.9375,3,25,0
0.97,211.2890625,4,25,0
0.97,211.2890625,4,25,0
0.97,211.2890625,3,25,0
0.97,211.2890625,3,25,0
1,211.2890625,4,25,0
1,211.2890625,4,25,0
1,211.2890625,3,25,0
1,211.2890625,3,25,0
1,211.2890625,4,25,0
1,211.2890625,4,25,0
1,211.2890625,3,25,0
1,211.2890625,3,25,0
1,284.765625,4,25,0
1,284.765625,4,25,0
0.98,284.4140625,3,25,0
0.98,284.4140625,3,25,0
0.98,211.2890625,4,25,0
0.98,211.2890625,4,25,0
0.98,211.2890625,4,25,0
0.66,211.2890625,3,25,0
0.66,211.2890625,3,25,0
0.82,211.2890625,3,25,0
0.82,211.2890625,3,25,0
0.82,215.15625,3,25,0
0.82,215.15625,3,25,0
0.87,202.1484375,3,25,0
0.87,202.1484375,3,25,0
0.87,208.125,3,25,0
0.87,208.125,3,25,0
1.3,205.6640625,3,25,0
1.3,205.6640625,3,25,0
1.3,212.6953125,3,25,0
1.3,212.6953125,3,25,0
1.03,213.75,3,25,0
1.03,213.75,3,25,0
1.03,222.1875,3,25,0
1.03,222.1875,3,25,0
1.1,222.1875,3,5,0
1.1,222.1875,3,5,0
1.69,222.1875,4,5,0
1.69,222.1875,4,5,0
