indoors,created_at,session_id,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name
0,2016-08-28T15:50:12.147Z,2016-08-28T15:49:25.146Z,51.5995441,-0.530868173,3,10,10.546875,0.889999986,-0.686309814,100.1241608,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:13.147Z,2016-08-28T15:49:25.146Z,51.59955441,-0.530863898,3,10,13.7109375,1.309999943,-0.686309814,100.1241608,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:14.147Z,2016-08-28T15:49:25.146Z,51.59956707,-0.530857528,3,10,13.0078125,1.399999976,-0.6040802,100.1231842,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:15.147Z,2016-08-28T15:49:25.146Z,51.59958308,-0.53084814,3,10,14.0625,1.649999976,-0.602050781,100.1231613,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:16.147Z,2016-08-28T15:49:25.146Z,51.59959925,-0.530838417,3,10,13.0078125,1.600000024,-0.602050781,100.1231613,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:17.195Z,2016-08-28T15:49:25.146Z,51.5996151,-0.530830789,4,10,13.359375,1.529999971,-0.570068359,100.1227798,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:28.620Z,2016-08-28T15:50:27.618Z,51.60001797,-0.53068243,3,10,10.8984375,6.849999905,-0.602050781,100.1231613,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:29.620Z,2016-08-28T15:50:27.618Z,51.60008197,-0.530651584,3,10,11.6015625,7.21999979,-0.602050781,100.1231613,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:30.620Z,2016-08-28T15:50:27.618Z,51.6001455,-0.530631803,3,10,11.25,7.329999924,0,100.1273956,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:31.620Z,2016-08-28T15:50:27.618Z,51.60022764,-0.530604562,3,10,10.546875,8.279999733,0,100.1273956,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:32.620Z,2016-08-28T15:50:27.618Z,51.60029881,-0.530584278,3,10,10.8984375,8.239999771,-0.039588928,100.1278687,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:33.620Z,2016-08-28T15:50:27.618Z,51.60037043,-0.530530801,3,10,15.46875,8.56000042,0,100.1273956,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:34.620Z,2016-08-28T15:50:27.618Z,51.60047541,-0.530516803,3,10,11.25,10.06999969,0.016242981,100.1272049,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:35.930Z,2016-08-28T15:50:27.618Z,51.6005716,-0.530472966,4,10,13.0078125,10.25,0.1248703,100.1259155,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:36.620Z,2016-08-28T15:50:27.618Z,51.60066371,-0.530426949,4,10,11.6015625,10.47000027,0.1248703,100.1259155,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:37.620Z,2016-08-28T15:50:27.618Z,51.6007345,-0.530441534,4,10,11.25,10.51000023,0.1248703,100.1259155,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:38.620Z,2016-08-28T15:50:27.618Z,51.60082959,-0.530414376,4,10,11.25,10.52000046,0.113708496,100.1260452,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:39.620Z,2016-08-28T15:50:27.618Z,51.60092246,-0.530382106,4,10,11.6015625,10.42000008,0.113708496,100.1260452,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:40.620Z,2016-08-28T15:50:27.618Z,51.6010145,-0.530354111,4,10,11.25,10.26000023,0.020309448,100.1271591,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:41.619Z,2016-08-28T15:50:27.618Z,51.601094,-0.530319326,4,10,11.25,10.07999992,-0.457839966,100.132843,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:42.620Z,2016-08-28T15:50:27.618Z,51.60117522,-0.530292336,4,10,11.6015625,9.729999542,-0.871002197,100.1377563,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:43.620Z,2016-08-28T15:50:27.618Z,51.60126759,-0.530269537,4,10,10.1953125,10.18000031,-0.871002197,100.1377563,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:44.620Z,2016-08-28T15:50:27.618Z,51.60136058,-0.530238608,4,10,11.6015625,10.30000019,-0.878105164,100.1378403,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:45.620Z,2016-08-28T15:50:27.618Z,51.60145212,-0.530188149,6,10,11.6015625,10.5,-0.871002197,100.1377563,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:46.620Z,2016-08-28T15:50:27.618Z,51.60155869,-0.53015328,6,10,11.6015625,11.32999992,-0.86491394,100.1376877,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:47.620Z,2016-08-28T15:50:27.618Z,51.60165303,-0.530111706,6,10,11.6015625,11.21000004,-0.86491394,100.1376877,highway,0-2,driving,gerrards cross,united kingdom
0,2016-08-28T15:50:48.620Z,2016-08-28T15:50:27.618Z,51.6017467,-0.530078514,6,10,11.953125,11.10999966,-0.86491394,100.1376877,highway,0-2,driving,gerrards cross,united kingdom
